gene_1,gene_2,score
PSMC5,SEM1,768
PSMC5,PSMB3,998
PSMC5,PSMC6,999
PSMC5,ANCR,707
PSMC5,RPL3,729
PDE7B,ASL,900
PDE7B,AK2,769
PDE7B,ADCY3,759
PDE7B,AMPD2,708
PDE7B,ENPP3,909
PDE7B,ADK,937
PDE7B,APRT,909
PDE7B,ADCY2,748
PDE7B,ALDH7A1,874
PDE7B,ADCY6,734
B4GALT2,FUT2,921
B4GALT2,FUT4,916
B4GALT2,GALT,911
B4GALT2,B3GAT1,919
CYP7B1,HSD3B1,970
CYP7B1,NR1H4,879
CYP7B1,CYP17A1,933
CYP7B1,CPS1,928
CYP7B1,HSD3B2,967
CTSF,BCL2L1,905
CTSF,BCL2,907
CTSF,ATG4B,710
PPARD,INS,715
PPARD,NCOA1,882
PPARD,SLC2A4,739
PPARD,PPARA,887
PPARD,RXRA,995
PPARD,HDAC1,756
PPARD,CRABP2,730
PPARD,CPT1B,759
PPARD,TRAC,919
PPARD,NCOA2,724
PPARD,KLF5,723
PPARD,RXRB,948
PPARD,UCP2,743
PPARD,RXRG,891
PPARD,NCOA3,704
PPARD,LEP,711
MAPK7,RPS6KA3,951
MAPK7,PRKCZ,942
MAPK7,RPS6KA2,921
MAPK7,RAPGEF3,977
MAPK7,NR4A1,928
MAPK7,NFE2L2,947
MAPK7,MAP3K2,814
MAPK7,RPS6KA1,927
ELF5,GATA3,756
ELF5,EOMES,747
ELF5,CDX2,789
ELF5,TEAD4,734
CASP3,MAP3K1,934
CASP3,DIABLO,851
CASP3,CASP2,900
CASP3,TXN,857
CASP3,HIF1A,766
CASP3,HDAC1,738
CASP3,HSP90AA1,878
CASP3,HTT,750
CASP3,SPTA1,913
CASP3,CASP8,999
CASP3,NGF,858
CASP3,PSEN1,718
CASP3,DDIT3,734
CASP3,IL6,881
CASP3,AKT3,765
CASP3,ERN1,714
CASP3,GSK3B,747
CASP3,DAPK1,717
CASP3,OCLN,901
CASP3,BIRC2,997
CASP3,BDNF,720
CASP3,HSP90AB1,858
CASP3,PMAIP1,743
CASP3,H3C2,731
CASP3,JUN,809
CASP3,DSP,806
CASP3,PARP3,920
CASP3,NFE2L2,717
CASP3,CAPN1,790
CASP3,GPX5,766
CASP3,TNF,939
CASP3,BCL2L1,950
CASP3,MAPT,980
CASP3,ATG5,787
CASP3,CDKN1A,996
CASP3,STAT1,780
CASP3,NAIP,767
CASP3,MET,708
CASP3,CHEK1,764
CASP3,PRKCD,927
CASP3,GAPDH,890
CASP3,GAS2,836
CASP3,PRKCB,931
CASP3,ACTB,989
CASP3,VIM,908
CASP3,TH,709
CASP3,INS,761
CASP3,BCL2,987
CASP3,PECAM1,705
CASP3,CASP7,950
CASP3,STK4,950
CASP3,XIAP,999
CASP3,PARP1,999
CASP3,HSPD1,806
CASP3,PRKDC,732
CASP3,MYC,881
CASP3,CASP1,709
CASP3,ROCK1,959
CASP3,DCC,932
CASP3,GSS,722
CASP3,GPX2,769
CASP3,CTNNB1,965
CASP3,CASP9,999
CASP3,HSPA5,793
CASP3,FASLG,892
CASP3,CCK,858
CASP3,DFFB,978
CASP3,HMGB1,755
CASP3,APAF1,999
CASP3,CCNA2,706
CASP3,STK3,790
CASP3,PRKCA,948
CASP3,CFLAR,863
CASP3,HIP1,905
CASP3,BIRC6,855
CASP3,CDC42,703
CASP3,TLR4,740
CASP3,MAPK8,943
CASP3,TJP1,897
CASP3,PTGS2,865
CASP3,FAS,911
CASP3,COX4I1,796
CASP3,KCNJ11,711
CASP3,AKT1,945
CASP3,MMP9,806
CASP3,CDK1,862
CASP3,GPX7,773
CASP3,MTOR,723
CASP3,GPX3,741
CASP3,IL10,786
CASP3,CTTN,714
CASP3,DNTT,882
CASP3,TEP1,748
CASP3,BMX,860
CASP3,ACTG1,922
CASP3,MAPK9,775
CASP3,BCL2L11,863
CASP3,VDAC1,725
CASP3,FOXO3,776
HCRTR2,CD274,788
HCRTR2,CX3CR1,810
HCRTR2,SIRPA,873
HCRTR2,CD200,999
HCRTR2,CD47,990
CYP4A11,UGT1A7,758
CYP4A11,UGT2A1,721
CYP4A11,PLA2G6,709
CYP4A11,ALDH1A3,917
CYP4A11,CYP2B7P,966
CYP4A11,CYP2J2,954
CYP4A11,ALDH9A1,919
CYP4A11,ALDH3A2,935
CYP4A11,UGT2B15,758
CYP4A11,UGT1A10,758
CYP4A11,PPARA,749
CYP4A11,PLA2G1B,824
CYP4A11,CYP3A4,958
CYP4A11,UGT1A4,783
CYP4A11,CYP1A1,953
CYP4A11,AOX1,924
CYP4A11,CYP1A2,972
CYP4A11,ALDH7A1,915
CYP4A11,ALDH1B1,918
CYP4A11,CYP2C19,957
CYP4A11,CYP26C1,939
CYP4A11,CYP3A7,939
CYP4A11,UGT1A5,719
CYP4A11,UGT2B17,753
CYP4A11,PTGS1,915
CYP4A11,CYP2C8,966
CYP4A11,PTGS2,918
CYP4A11,POR,934
CYP4A11,ALOX15B,918
CYP4A11,ALOX5,922
CYP4A11,CYP2E1,964
CYP4A11,UGT1A8,768
CYP4A11,SCNN1D,818
CYP4A11,UGT1A3,741
CYP4A11,UGT1A9,765
PSMA8,PSMD12,923
PSMA8,PSMD13,932
PSMA8,PSMB3,998
PSMA8,PSMC6,959
PSMA8,PSMB2,998
PSMA8,PSMB8,994
PSMA8,PSMB9,997
PSMA8,PSMD14,969
PSMA8,PSMD4,981
PSMA8,PSMA7,977
PSMA8,PSMC2,980
PSMA8,PSMB10,989
PSMA8,PSME4,963
PSMA8,PSMC3,975
PSMA8,ADRM1,869
PSMA8,PSMA1,999
PSMA8,PSMF1,833
PSMA8,PSMB11,966
PSMA8,PSMD6,961
PSMA8,PSMB5,991
VEGFB,TEK,876
VEGFB,PIGF,964
VEGFB,PDGFC,811
VEGFB,FGFR3,760
VEGFB,NRP2,766
VEGFB,EPHA2,736
VEGFB,FLG,874
VEGFB,MET,755
VEGFB,FGF1,747
VEGFB,IGF1R,745
VEGFB,NTRK1,866
VEGFB,ANGPT1,712
VEGFB,FGFR2,859
VEGFB,ADGRL3,969
VEGFB,ANGPT2,700
VEGFB,ERBB4,753
VEGFB,VEGFC,971
AQP1,GYPB,852
ELF4,ELF3,979
CTSW,KLRD1,705
CTSW,BCL2L1,902
CTSW,BCL2,904
CTSW,PRF1,762
CTSW,CD8A,730
POLD4,POLD2,999
POLD4,REV3L,742
POLD4,POLE,799
POLD4,POLA1,741
POLD4,PCNA,990
POLD4,POLD1,999
ADCY6,PDE6B,759
ADCY6,ADCY2,781
ADCY6,PDE4C,829
ADCY6,PDE5A,797
ADCY6,PRKACG,861
ADCY6,PDE4A,847
ADCY6,LINC00473,772
ADCY6,MOCS1,818
ADCY6,PDE4D,801
ADCY6,PDE6C,750
ADCY6,GNAI2,931
ADCY6,ITPA,901
ADCY6,GNAS,970
ADCY6,AKT1,748
ADCY6,GCH1,800
ADCY6,GNAI1,936
ADCY6,PDE2A,772
ADCY6,RAPGEF4,971
ADCY6,PDE1C,779
ADCY6,CNR1,906
ADCY6,ENPP3,701
ADCY6,PRKACB,861
ADCY6,AVPR2,823
ADCY6,PDE3A,816
ADCY6,PDE8A,738
ADCY6,RAPGEF3,951
ADCY6,PDE7A,818
ADCY6,PRKCD,904
ADCY6,NUDT2,903
ADCY6,ADCY3,919
ADCY6,PDE1A,782
ADCY6,PDE4B,798
ADCY6,STIM1,790
RPL4,POLR3A,787
RPL4,GNL3,878
RPL4,NCL,773
RPL4,PPIA,714
RPL4,RPL41,725
RPL4,RPL28,999
RPL4,RPS27,999
RPL4,RPL3,999
RPL4,RPL31,999
RPL4,RPL35A,999
RPL4,RPS26,999
RPL4,ENO1,804
RPL4,EIF5A,900
RPL4,NOP2,865
RPL4,RRP1B,930
RPL4,SRP19,907
RPL4,RPL21,999
RPL4,RPL14,999
RPL4,MRPL47,827
RPL4,RPL36A,990
RPL4,RPS29,999
RPL4,METAP2,750
RPL4,EEF1D,811
RPL4,RPL12,999
RPL4,RPS14,999
RPL4,RPS15A,998
RPL4,RRP7A,863
RPL4,NGB,988
RPL4,NOC3L,889
RPL4,RPS9,999
RPL4,ATP5F1A,867
RPL4,HSPA8,743
RPL4,RPL17,995
RPL4,RPL13A,999
RPL4,RPL39,997
RPL4,EPRS1,769
RPL4,NPSR1,943
RPL4,FAU,999
RPL4,GSPT1,923
RPL4,RPL22,999
RPL4,RPL27,999
RPL4,TPT1,880
RPL4,ENO2,747
RPL4,RPL32,999
RPL4,RPLP0,999
RPL4,RPS3A,999
RPL4,RPS13,999
RPL4,RPS24,999
RPL4,RPL11,999
RPL4,EEF1B2,983
RPL4,TUBB1,852
RPL4,RPS21,999
RPL4,RPL18,999
RPL4,RPL9P8,999
RPL4,RPL7,999
RPL4,RPL6,999
RPL4,RPL36,999
RPL4,RPS10,999
RPL4,RPL27A,999
RPL4,SRPRB,865
RPL4,RPL7A,999
RPL4,RPL23,999
RPL4,RPS19,999
RPL4,ENO3,751
RPL4,RPSA,999
RPL4,RPS16,999
RPL4,RPL5,999
RPL4,RPL34,999
RPL4,RPS18,999
RPL4,RPL10,999
RPL4,ATP5F1C,819
RPL4,RPL30,999
RPL4,RPS17,999
RPL4,MRPL36,972
RPL4,ACTB,715
RPL4,GAPDH,763
RPL4,EEF1G,983
RPL4,RPS7,999
RPL4,RPS4X,999
RPL4,PABPC1,827
RPL4,RPLP1,999
RPL4,RPS5,999
RPL4,TEX10,730
RPL4,RPS28,999
RPL4,RPS25,999
RPL4,RPL10A,999
RPL4,EEF1A1,997
RPL4,RPS20,999
RPL4,ERF,944
RPL4,RPL23A,999
RPL4,RPS8,999
RPL4,RPS2,999
RPL4,RPS15,999
RPL4,RPL37A,999
RPL4,RPS6,999
RPL4,RPL26,999
RPL4,NME2,790
RPL4,BTF3,965
GSTM1,GPX3,844
GSTM1,GPX7,835
GSTM1,OPRM1,719
GSTM1,CYP2E1,976
GSTM1,GSTO1,893
GSTM1,GGT7,716
GSTM1,ADH4,838
GSTM1,EPHX1,985
GSTM1,ADH6,725
GSTM1,CYP2C19,889
GSTM1,ALDH3A1,753
GSTM1,ADH7,809
GSTM1,AP2M1,724
GSTM1,MAP3K5,850
GSTM1,CYP2A13,933
GSTM1,CYP2C8,779
GSTM1,CYP1A1,991
GSTM1,CYP3A4,958
GSTM1,GSTP1,808
GSTM1,GSTZ1,921
GSTM1,GPX5,831
GSTM1,GSTM4,869
GSTM1,NQO1,719
GSTM1,GSTA2,834
GSTM1,GSS,931
GSTM1,GPX2,836
GSTM1,CYP2F1,734
GSTM1,GSTA1,821
GSTM1,CYP1A2,960
GSTM1,SPP1,981
GSTM1,GSTM3,749
GSTM1,SLCO6A1,894
GSTM1,CYP2B7P,832
GSTM1,ADH1C,782
GSTM1,CYP1B1,962
ARR3,RBP3,792
ARR3,MAP3K5,787
ARR3,GNMT,703
ARR3,GRK2,839
ARR3,NR2E3,735
TNKS,BRCA1,797
TNKS,PARP1,831
TNKS,NUMA1,921
TNKS,HNF4A,702
TNKS,PARP3,730
TNKS,TPP1,701
TNKS,TEP1,923
TNKS,CTNNB1,775
CTBP2,CACNA1F,821
CTBP2,HDAC1,974
CTBP2,GLDC,748
CTBP2,ZEB1,989
CTBP2,BRCA1,759
CTBP2,DLG4,718
CTBP2,TCF7L2,935
CTBP2,CDKN2A,763
CTBP2,FPGS,769
CTBP2,SYT2,708
CTBP2,NRIP1,835
CTBP2,HDAC2,980
CTBP2,TYMS,705
CTBP2,TRAC,767
CTBP2,KDM1A,828
HAVCR2,FASLG,770
HAVCR2,TNFRSF4,778
HAVCR2,HMGB1,991
HAVCR2,IL2RA,798
HAVCR2,CD28,812
HAVCR2,TIGIT,897
HAVCR2,PTPRC,792
HAVCR2,ICOS,761
HAVCR2,LCK,935
HAVCR2,KLRC1,711
HAVCR2,PDCD1LG2,925
HAVCR2,CD70,741
HAVCR2,PRF1,754
HAVCR2,CD276,736
HAVCR2,CD244,730
HAVCR2,CD274,998
HAVCR2,IL10,862
HAVCR2,FCGR3A,703
HAVCR2,TNFRSF18,824
HAVCR2,CD8A,892
HAVCR2,BAG6,941
HAVCR2,SLK,839
HAVCR2,FOXP3,787
HAVCR2,LGALS9,999
HAVCR2,IL6,749
HAVCR2,ARG1,720
HAVCR2,IGH,920
HAVCR2,CD40LG,734
HAVCR2,TNF,779
HAVCR2,PDCD1,891
HAVCR2,CD3E,708
HAVCR2,CD86,971
HAVCR2,VSIR,704
HAVCR2,CTLA4,907
HAVCR2,TNFRSF9,809
HAVCR2,IDO1,773
HAVCR2,SELL,789
CD7,ITGAM,842
CD7,DPP4,751
CD7,CD5,970
CD7,PIK3R1,753
CD7,CD28,763
CD7,CD6,882
CD7,MME,840
CD7,FCGR3B,923
CD7,FUT4,865
CD7,PTPRC,844
CD7,NCAM1,898
CD7,IL3RA,726
CD7,CD2,979
CD7,CD19,817
CD7,FCGR3A,874
CD7,DNTT,766
CD7,CD8A,839
CD7,CD247,807
TLR8,FPR1,820
TLR8,TLR7,997
TLR8,IL6,821
TLR8,IFNL1,796
TLR8,CD86,830
TLR8,BTK,744
TLR8,TNF,740
TLR8,IRAK1,852
TLR8,HCK,771
TLR8,IRAK4,921
TLR8,TNFSF13B,745
TLR8,FPR2,726
TLR8,RIGI,791
TLR8,TLR5,731
TLR8,MYD88,999
TLR8,FCGR3B,757
TLR8,TLR4,712
TLR8,IRF3,730
TLR8,IL10,703
TLR8,TLR9,869
TLR8,IFNB1,835
TLR8,TIRAP,791
TLR8,CD8A,776
TLR8,FCGR3A,760
KCNG4,KCNK2,765
KCNG4,FAU,911
KCNG4,KCNB1,942
MBP,PAPPA,999
GRK2,AGTR1,799
GRK2,ARRB2,999
GRK2,RGS5,757
GRK2,RGS12,762
GRK2,OXTR,748
GRK2,CSNK1D,914
GRK2,OPRM1,951
GRK2,PTCH1,813
GRK2,AKT1,778
GRK2,OPN4,776
GRK2,EDN1,714
GRK2,GRK3,961
GRK2,ARRB1,998
GRK2,SAG,911
GRK2,CCR9,702
GRK2,RGS4,750
GRK2,CXCR2,956
GRK2,CSNK1E,911
GRK2,EDNRB,729
GRK2,AGT,727
GRK2,CXCR3,717
GRK2,CX3CR1,704
GRK2,KNG1,769
GRK2,CALM1,726
GRK2,LAP3,787
GRK2,CSNK1G3,902
GRK2,CCR4,757
PLA2G1B,PLA2G2A,709
PLA2G1B,PLA2G4A,814
PLA2G1B,PLD1,701
PLA2G1B,LIPA,790
PLA2G1B,PLA2G10,769
PLA2G1B,CYP2E1,790
PLA2G1B,ALOX5,752
PLA2G1B,PNLIP,764
PLA2G1B,PTGS2,748
PLA2G1B,PTGS1,759
MOBP,MECP2,785
MOBP,MAG,763
MOBP,MBP,754
TPMT,GMPS,952
TPMT,CYP2C19,776
TPMT,UGT1A8,731
TPMT,DPYD,791
TPMT,ITPA,982
TPMT,IMPDH2,960
TPMT,COMT,815
TPMT,UGT1A7,731
TPMT,IMPDH1,945
TPMT,XDH,974
TPMT,VKORC1,786
TPMT,UGT1A10,731
TPMT,CYP2D7BP,917
TPMT,UGT1A4,731
AOC3,ALDH1B1,930
AOC3,GLO1,813
AOC3,ITGAL,837
AOC3,ALDH7A1,928
AOC3,ALDH3A1,928
AOC3,CD28,772
AOC3,MAOA,959
AOC3,FCGR3B,794
AOC3,PTPRC,878
AOC3,ALDH3B1,928
AOC3,ITGAX,841
AOC3,FCGR2B,736
AOC3,CD19,795
AOC3,FCGR3A,795
AOC3,CD8A,840
AOC3,ITGAM,854
AOC3,FOXP3,783
AOC3,ALDH3B2,928
AOC3,SIGLEC10,890
AOC3,ALDH9A1,928
AOC3,COMT,906
AOC3,DBH,902
AOC3,CD44,773
AOC3,ALDH3A2,928
AOC3,CD3E,849
AOC3,MAOB,974
AOC3,DDC,904
AOC3,SELL,791
CD84,CD2,820
CD84,CTLA4,841
CD84,SH2D1A,989
KMT2E,TRAC,796
KMT2E,H3C2,908
KMT2E,KMT2A,718
KMT2E,SIN3A,792
KMT2E,TBL1XR1,739
KMT2E,TBL1X,763
KMT2E,HDAC1,818
CFLAR,FASLG,963
CFLAR,APAF1,739
CFLAR,IKBKG,701
CFLAR,FAS,997
CFLAR,MAP2K7,704
CFLAR,DIABLO,701
CFLAR,TNFRSF10C,748
CFLAR,CASP8,999
CFLAR,BIRC2,948
CFLAR,IKBKB,725
CFLAR,TNF,798
CFLAR,BCL2L1,864
CFLAR,BCL2,802
CFLAR,XIAP,917
CFLAR,CASP1,940
CSPG4,HSPG2,735
LEP,GCG,976
LEP,TNF,892
LEP,NPY,996
LEP,FGF21,726
LEP,CSH2,953
LEP,LEPR,999
LEP,JAK2,966
LEP,PPARA,839
LEP,ESR1,806
LEP,SLC2A4,839
LEP,LIFR,761
LEP,IGF1,907
LEP,TPO,945
LEP,GH1,949
LEP,INS,985
LEP,CSH1,940
LEP,IL4R,711
LEP,AGT,719
LEP,STAT5A,722
LEP,CSF3R,701
LEP,SOCS3,908
LEP,CEBPA,943
LEP,SREBF1,836
LEP,FOXO1,749
LEP,CNTF,967
LEP,PYY,908
LEP,IGF2,816
LEP,IL6,919
LEP,ADIPOQ,994
LEP,IL6R,770
LEP,BDNF,732
LEP,SPP1,764
LEP,GHRL,994
LEP,MPL,792
LEP,PTPN11,808
LEP,AKT1,825
LEP,PRLR,848
LEP,PTH,736
LEP,POMC,992
LEP,UCP2,885
LEP,MTOR,731
LEP,IL10,806
LEP,SLC2A2,730
LEP,RBP4,741
LEP,SH2B1,936
LEP,SCD,723
LEP,IL6ST,812
LEP,CFD,769
LEP,IRS2,891
LEP,CNTFR,827
LEP,FTO,761
LEP,CCK,882
LEP,KISS1,936
LEP,CLU,899
LEP,IL5RA,741
LEP,IL2RA,709
LEP,GPT,713
LEP,LPL,828
LEP,ACACA,824
LEP,SHBG,763
LEP,NUCB2,761
LEP,GHR,885
CHRNA9,CHRNA3,942
CHRNA9,CHRNA2,916
CHRNA9,CHAT,801
CHRNA9,CHRNB2,919
CHRNA9,CHRNA4,916
CHRNA9,CHRNA7,919
CHRNA9,CHRNE,777
CASP2,DIABLO,706
CASP2,APAF1,859
CASP2,CASP9,749
CASP2,NLRP3,700
CASP2,BCL2L1,770
CASP2,BCL2,780
CASP2,CASP7,750
CASP2,XIAP,775
CASP2,CASP8,893
CASP2,NLRP1,825
CASP2,BIRC2,872
GH1,LEPR,742
GH1,CSH2,989
GH1,PRLR,993
GH1,JAK2,752
GH1,POMC,895
GH1,B2M,815
GH1,GCG,730
GH1,GHRL,956
GH1,INS,813
GH1,CSH1,925
GH1,IGF1,910
GH1,GHRH,964
GH1,TPO,910
GH1,GHRHR,918
GH1,CNTF,907
GH1,GHR,999
GH1,FCGRT,803
GH1,IGFBP3,764
CAMKK2,STK11,944
CAMKK2,PRKAG3,958
CAMKK2,PRKAG1,975
CAMKK2,MTOR,771
CAMKK2,PRKAA1,956
CAMKK2,PRKAB1,973
CAMKK2,PAK3,737
CAMKK2,PRKAA2,964
PHETA2,OCRL,918
PHETA2,PLEKHJ1,832
KCNK10,KCNK18,775
KCNK10,KCNK2,968
KCNK10,KCNK9,788
HNF4A,SMAD4,990
HNF4A,JUN,889
HNF4A,MTTP,775
HNF4A,SRC,750
HNF4A,GSK3B,919
HNF4A,NR1I2,829
HNF4A,SMAD3,957
HNF4A,FOXO1,973
HNF4A,SREBF1,886
HNF4A,CEBPA,828
HNF4A,HIF1A,844
HNF4A,RUNX2,775
HNF4A,MYC,921
HNF4A,TCF7L2,928
HNF4A,NR1H4,786
HNF4A,NCOA1,965
HNF4A,BTRC,750
HNF4A,HNF1B,851
HNF4A,DVL1,845
HNF4A,CTNNB1,999
HNF4A,TRAC,824
HNF4A,NCOA2,944
HNF4A,DKK1,724
HNF4A,PROX1,777
HNF4A,RUNX3,829
GNAI2,PRKCA,726
GNAI2,PIK3R1,915
GNAI2,SSTR2,937
GNAI2,ADCY2,759
GNAI2,PRKACG,729
GNAI2,MAPK11,739
GNAI2,RXFP1,911
GNAI2,LYN,919
GNAI2,PIK3R6,901
GNAI2,GABBR1,904
GNAI2,NPY1R,914
GNAI2,ADGRL3,752
GNAI2,S1PR2,917
GNAI2,OPRM1,917
GNAI2,GNG4,950
GNAI2,OXTR,909
GNAI2,SSTR3,913
GNAI2,RGS12,755
GNAI2,C5AR1,847
GNAI2,RGS5,837
GNAI2,GNAI1,975
GNAI2,NRAS,927
GNAI2,PIK3R5,923
GNAI2,APLNR,836
GNAI2,PLCB1,926
GNAI2,CHRM4,875
GNAI2,BDKRB2,910
GNAI2,HTR1A,704
GNAI2,S1PR5,910
GNAI2,ADRB1,923
GNAI2,KCNJ5,907
GNAI2,CXCR2,811
GNAI2,CCR9,705
GNAI2,RGS4,808
GNAI2,KCNJ9,920
GNAI2,GNG10,940
GNAI2,GNG7,947
GNAI2,EDNRA,720
GNAI2,RAPGEF4,906
GNAI2,FPR1,701
GNAI2,CCKBR,799
GNAI2,LPAR1,928
GNAI2,PIK3CB,911
GNAI2,SRC,920
GNAI2,CNR1,993
GNAI2,KCNJ6,903
GNAI2,PRKACB,738
GNAI2,GRM3,903
GNAI2,RAPGEF3,912
GNAI2,FGR,914
GNAI2,LAP3,923
GNAI2,PIK3CD,910
GNAI2,CRHR1,951
GNAI2,PIK3CG,913
GNAI2,ADORA1,994
GNAI2,DRD2,985
GNAI2,PTH1R,910
GNAI2,HCK,916
GNAI2,CASR,900
GNAI2,S1PR3,920
GNAI2,HTR1B,704
GNAI2,ADCY3,753
GNAI2,GRM2,910
GNAI2,PRKCB,730
GNAI2,GAST,940
GNAI2,ADRB3,912
GNAI2,DRD3,757
GNAI2,IGF1R,916
GNAI2,EDNRB,919
GNAI2,HRAS,922
GNAI2,FPR2,914
GNAI2,PTGER3,914
PABPC1,PTBP1,757
PABPC1,DDX6,962
PABPC1,RPL21,723
PABPC1,EIF4G1,999
PABPC1,NCBP2,944
PABPC1,CCR4,788
PABPC1,RPS27,704
PABPC1,PPP2CA,716
PABPC1,DHX9,708
PABPC1,RPL3,853
PABPC1,HNRNPC,939
PABPC1,CARM1,957
PABPC1,TNRC6A,997
PABPC1,ELAVL2,737
PABPC1,ATXN2,998
PABPC1,NAT1,883
PABPC1,RPS3A,810
PABPC1,EIF4B,999
PABPC1,NCBP1,955
PABPC1,GSPT1,996
PABPC1,RPL13A,826
PABPC1,HSPA8,984
PABPC1,RPS14,714
PABPC1,TOB1,906
PABPC1,ELAVL1,889
PABPC1,RPL5,880
PABPC1,RPS18,734
PABPC1,RPS19,816
PABPC1,RPL23,759
PABPC1,RPL6,705
PABPC1,RPL7A,812
PABPC1,RPS10,753
PABPC1,MKNK1,721
PABPC1,EIF4E,999
PABPC1,RPL7,867
PABPC1,RPS24,789
PABPC1,YBX1,907
PABPC1,RPS6,872
PABPC1,RPS2,715
PABPC1,RPS20,748
PABPC1,ERF,735
PABPC1,RPL23A,837
PABPC1,HNRNPA1,945
PABPC1,EEF1A1,884
PABPC1,RPL10A,903
PABPC1,HNRNPH1,732
PABPC1,RPS28,874
PABPC1,HSPA1B,865
PABPC1,ILF3,739
NIPSNAP2,SQSTM1,827
ATAD5,PCNA,936
ATAD5,USP1,906
ATAD5,BLM,814
ATAD5,EXO1,885
ATAD5,RAD52,908
ATAD5,RFC1,945
ATAD5,DNA2,812
ATAD5,RAD51,912
CD19,CD58,710
CD19,MS4A2,976
CD19,CD40,880
CD19,CD28,842
CD19,PIK3R1,976
CD19,CD79B,991
CD19,CD1D,762
CD19,ICOS,779
CD19,NCAM1,972
CD19,ITGAX,909
CD19,LYN,999
CD19,FCGR3B,997
CD19,PTPRC,921
CD19,VAV1,997
CD19,FCGR1A,821
CD19,IL21R,823
CD19,ENG,818
CD19,FAS,702
CD19,CD37,899
CD19,CD274,816
CD19,IL10,806
CD19,CD2,942
CD19,FCGR2B,933
CD19,TLR9,710
CD19,HLA-DOB,731
CD19,DNTT,772
CD19,CR2,999
CD19,FCGR3A,997
CD19,BCL6,826
CD19,SDC1,856
CD19,PRDM1,726
CD19,CD1A,780
CD19,CD247,808
CD19,CD8A,913
CD19,GYPB,822
CD19,TCL1A,887
CD19,ITGAM,912
CD19,FOXP3,839
CD19,CD5,941
CD19,IL6,836
CD19,EBF1,821
CD19,MME,954
CD19,IGH,854
CD19,CCR6,801
CD19,CD83,793
CD19,SLAMF1,703
CD19,IL17A,732
CD19,CD52,733
CD19,FUT4,889
CD19,PIK3CB,918
CD19,PAX5,918
CD19,PLCG2,899
CD19,PDCD1,817
CD19,IL3RA,892
CD19,TNF,788
CD19,CD44,851
CD19,PIK3CD,971
CD19,LAP3,818
CD19,CD40LG,801
CD19,SYK,983
CD19,CTLA4,766
CD19,CD86,833
CD19,CD3E,809
CD19,BTK,887
CD19,CD9,912
CD19,CD200,712
CD19,CR1,766
CD19,SELL,838
CD19,STAT5A,701
CD19,ITGA4,772
CD19,TNFSF13B,726
CD19,TNFRSF9,896
CD19,GRB2,892
CD19,CXCR3,715
PRKDC,RNF8,830
PRKDC,XRCC5,999
PRKDC,XPA,883
PRKDC,HSP90AB1,730
PRKDC,POLL,872
PRKDC,AKT3,745
PRKDC,KAT5,918
PRKDC,HIF1A,796
PRKDC,BRCA2,887
PRKDC,POLD1,947
PRKDC,SIRT6,728
PRKDC,LIG3,814
PRKDC,HSP90AA1,733
PRKDC,CHEK1,928
PRKDC,XRCC3,767
PRKDC,PARP1,993
PRKDC,MYC,731
PRKDC,CHEK2,937
PRKDC,TOP2A,793
PRKDC,EXO1,777
PRKDC,H2AX,983
PRKDC,PSME4,704
PRKDC,ESR1,717
PRKDC,BRCA1,955
PRKDC,MLST8,866
PRKDC,RAD54L,704
PRKDC,TDP1,774
PRKDC,RAD52,733
PRKDC,IGFBP3,822
PRKDC,ABL1,802
PRKDC,DHX9,740
PRKDC,LYN,745
PRKDC,KDM1A,919
PRKDC,TOP1,866
PRKDC,AKT2,805
PRKDC,XRCC4,999
PRKDC,ERCC5,940
PRKDC,RAD51,823
PRKDC,AKT1,889
KLK2,ACP3,948
KLK2,KLK3,963
KLK2,KNG1,910
KLK2,AR,919
KLK2,SERPINA3,851
KLK2,GC,722
KLK2,SERPINA5,866
KLK2,MSMB,875
ABCF1,RPL32,912
ABCF1,RPL36A,909
ABCF1,RPL39,917
ABCF1,RPS26,918
ABCF1,RPS29,952
ABCF1,RPL41,920
ABCF1,RPL31,923
ABCF1,DHX9,921
ABCF1,RPL23A,810
ABCF1,RPL10A,953
ABCF1,RPL24,919
ABCF1,RPS15,792
ABCF1,EEF1G,774
ABCF1,MRPL36,765
ABCF1,RPL30,918
ABCF1,RPS28,943
ABCF1,RPL23,790
ABCF1,RPS18,812
ABCF1,RPL5,791
ABCF1,RPL18,934
ABCF1,RPS21,924
ABCF1,RPL11,980
ABCF1,RPL7A,771
ABCF1,RPL36,922
ABCF1,RPL6,921
ABCF1,NR0B1,725
SPHK1,PRKCA,932
SPHK1,SPHK2,937
SPHK1,S1PR5,935
SPHK1,PLD1,929
SPHK1,DGKA,713
SPHK1,S1PR2,956
SPHK1,SGPL1,993
SPHK1,CERS6,966
SPHK1,S1PR3,965
SPHK1,SPTLC3,778
SPHK1,PRKCB,909
SPHK1,SMPD1,704
SPHK1,ASAH1,980
AURKB,PBK,791
AURKB,HSP90AA1,880
AURKB,WEE1,758
AURKB,NEK2,783
AURKB,POLD1,724
AURKB,CDC25C,843
AURKB,BRCA2,790
AURKB,HSP90AB1,884
AURKB,H3C2,909
AURKB,VCP,797
AURKB,KCNJ6,904
AURKB,MKI67,865
AURKB,CDCA3,933
AURKB,HMMR,760
AURKB,EXO1,797
AURKB,MECP2,770
AURKB,MYC,761
AURKB,TTK,784
AURKB,OGA,930
AURKB,TOP2A,970
AURKB,RRM2,840
